it accounts for 1/5 of the greenhouse gases emitted on Earth.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it adds to the overall effect of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it adds to the problem of greenhouse gases and water consumption in the environment.	Meat industry produces greenhouse gases and/or uses water - general
it affects the environment.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
its affects the life cycle of nature.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
it aides in the creation of one-fifth of the earths greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it causes 1/5 of the earth's greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
it causes a significant amount of our pollution and wastes large amounts of water.	Meat industry produces greenhouse gases and/or uses water - general
It causes almost one-fifth of Greenhouse  gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it causes more greenhouse gas than cars, trucks, trains, and airplanes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it causes one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it causes the meat Industry to boom which in turn produces more greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
its causing greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it contributes to earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it contributes to greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it contributes to greenhouse gasses	Meat industry produces greenhouse gases and/or uses water - general
it contributes to one fifth of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it contributes to one fifth of the Earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
It contributes to one fifth of the worlds greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it contributes to one-fifth of greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it contributes to the creation of 1/5 of the Earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it contributes to the largest portion of harmful environmental greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it creates 1/5 of greenhouse gases which is also produced by vehicles.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it creates 1/5 of the earths greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it creates 1/5 of the earths greenhouse gasses	Meat industry produces greenhouse gases and/or uses water - specific numbers
it creates 1/5 of the greenhouse emissions and half of the US water is used on raising  livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it creates 1/5 of the world's greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it creates 1/5th of the green house gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it creates a fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
